Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
LE07_CU_007014_20180218_20190616_C01_V01,2018/02/18,CU,7,14,2019/06/16,85.5027,2.6269,0.0078,95.5268,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180218_20190616_C01_V01,LE07_CU_007014_20180218_C01_V01
LE07_CU_006013_20180223_20190616_C01_V01,2018/02/23,CU,6,13,2019/06/16,31.656,10.024,0.0006,44.6202,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180223_20190616_C01_V01,LE07_CU_006013_20180223_C01_V01
LE07_CU_006014_20180223_20190616_C01_V01,2018/02/23,CU,6,14,2019/06/16,5.1481,2.1917,0,81.7698,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180223_20190616_C01_V01,LE07_CU_006014_20180223_C01_V01
LC08_CU_006013_20180224_20190616_C01_V01,2018/02/24,CU,6,13,2019/06/16,0.0603,0.0104,0,37.2051,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180224_20190616_C01_V01,LC08_CU_006013_20180224_C01_V01
LC08_CU_006014_20180224_20190616_C01_V01,2018/02/24,CU,6,14,2019/06/16,0.7153,0.0812,0,3.0542,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180224_20190616_C01_V01,LC08_CU_006014_20180224_C01_V01
LC08_CU_007013_20180224_20190616_C01_V01,2018/02/24,CU,7,13,2019/06/16,0.4398,0.0985,0.1545,29.1472,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180224_20190616_C01_V01,LC08_CU_007013_20180224_C01_V01
LC08_CU_007014_20180224_20190616_C01_V01,2018/02/24,CU,7,14,2019/06/16,0.0452,0.0053,0,71.0866,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180224_20190616_C01_V01,LC08_CU_007014_20180224_C01_V01
LE07_CU_006014_20180225_20190616_C01_V01,2018/02/25,CU,6,14,2019/06/16,0.2,0,0,94.6723,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180225_20190616_C01_V01,LE07_CU_006014_20180225_C01_V01
LE07_CU_007013_20180225_20190616_C01_V01,2018/02/25,CU,7,13,2019/06/16,0.1673,0.0181,0.0496,49.9643,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180225_20190616_C01_V01,LE07_CU_007013_20180225_C01_V01
LE07_CU_007014_20180225_20190616_C01_V01,2018/02/25,CU,7,14,2019/06/16,0.2229,0.0382,0.0007,20.5757,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180225_20190616_C01_V01,LE07_CU_007014_20180225_C01_V01
LC08_CU_007014_20180226_20190616_C01_V01,2018/02/26,CU,7,14,2019/06/16,0.1193,0.0529,0,94.6121,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180226_20190616_C01_V01,LC08_CU_007014_20180226_C01_V01
LC08_CU_006013_20180303_20190616_C01_V01,2018/03/03,CU,6,13,2019/06/16,0.0389,0.0015,0,29.832,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180303_20190616_C01_V01,LC08_CU_006013_20180303_C01_V01
LC08_CU_006014_20180303_20190616_C01_V01,2018/03/03,CU,6,14,2019/06/16,1.3777,0.1148,0,73.7523,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180303_20190616_C01_V01,LC08_CU_006014_20180303_C01_V01
LE07_CU_006013_20180304_20190616_C01_V01,2018/03/04,CU,6,13,2019/06/16,2.339,1.4632,0,49.2823,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180304_20190616_C01_V01,LE07_CU_006013_20180304_C01_V01
LE07_CU_006014_20180304_20190616_C01_V01,2018/03/04,CU,6,14,2019/06/16,0.4442,0.0666,0,19.8096,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180304_20190616_C01_V01,LE07_CU_006014_20180304_C01_V01
LE07_CU_007013_20180304_20190616_C01_V01,2018/03/04,CU,7,13,2019/06/16,46.6756,6.4655,0.0002,44.4067,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180304_20190616_C01_V01,LE07_CU_007013_20180304_C01_V01
LE07_CU_007014_20180304_20190616_C01_V01,2018/03/04,CU,7,14,2019/06/16,0.0582,0.0036,0,80.2915,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180304_20190616_C01_V01,LE07_CU_007014_20180304_C01_V01
LC08_CU_006014_20180305_20190616_C01_V01,2018/03/05,CU,6,14,2019/06/16,0,0,0,93.4033,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180305_20190616_C01_V01,LC08_CU_006014_20180305_C01_V01
LC08_CU_007013_20180305_20190616_C01_V01,2018/03/05,CU,7,13,2019/06/16,6.8251,2.2632,0.0109,37.5179,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180305_20190616_C01_V01,LC08_CU_007013_20180305_C01_V01
LC08_CU_007014_20180305_20190616_C01_V01,2018/03/05,CU,7,14,2019/06/16,0.2343,0.053,0.0057,3.7489,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180305_20190616_C01_V01,LC08_CU_007014_20180305_C01_V01
LE07_CU_007014_20180306_20190616_C01_V01,2018/03/06,CU,7,14,2019/06/16,94.1283,1.3325,0.0001,95.3134,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180306_20190616_C01_V01,LE07_CU_007014_20180306_C01_V01
LE07_CU_006013_20180311_20190615_C01_V01,2018/03/11,CU,6,13,2019/06/15,37.7962,5.3939,0.0012,45.0158,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180311_20190615_C01_V01,LE07_CU_006013_20180311_C01_V01
LE07_CU_006014_20180311_20190615_C01_V01,2018/03/11,CU,6,14,2019/06/15,25.1211,1.4536,0,82.1033,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180311_20190615_C01_V01,LE07_CU_006014_20180311_C01_V01
LC08_CU_006013_20180312_20190616_C01_V01,2018/03/12,CU,6,13,2019/06/16,6.6808,5.3512,0.0001,37.1986,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180312_20190616_C01_V01,LC08_CU_006013_20180312_C01_V01
LC08_CU_006014_20180312_20190616_C01_V01,2018/03/12,CU,6,14,2019/06/16,73.6071,9.8096,0,3.0541,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180312_20190616_C01_V01,LC08_CU_006014_20180312_C01_V01
LC08_CU_007013_20180312_20190616_C01_V01,2018/03/12,CU,7,13,2019/06/16,14.1923,4.8273,0,29.1555,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180312_20190616_C01_V01,LC08_CU_007013_20180312_C01_V01
LC08_CU_007014_20180312_20190616_C01_V01,2018/03/12,CU,7,14,2019/06/16,40.8011,8.9544,0,71.084,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180312_20190616_C01_V01,LC08_CU_007014_20180312_C01_V01
LE07_CU_006014_20180313_20190616_C01_V01,2018/03/13,CU,6,14,2019/06/16,7.0382,1.1028,0,94.4893,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180313_20190616_C01_V01,LE07_CU_006014_20180313_C01_V01
LE07_CU_007013_20180313_20190616_C01_V01,2018/03/13,CU,7,13,2019/06/16,61.9257,0.6016,0.0006,49.5958,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180313_20190616_C01_V01,LE07_CU_007013_20180313_C01_V01
LE07_CU_007014_20180313_20190616_C01_V01,2018/03/13,CU,7,14,2019/06/16,15.5134,0.3338,0.0008,20.43,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180313_20190616_C01_V01,LE07_CU_007014_20180313_C01_V01
LC08_CU_007014_20180314_20190616_C01_V01,2018/03/14,CU,7,14,2019/06/16,100,0,0,94.6254,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180314_20190616_C01_V01,LC08_CU_007014_20180314_C01_V01
LC08_CU_006013_20180319_20190616_C01_V01,2018/03/19,CU,6,13,2019/06/16,3.7071,1.9761,0,29.9394,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180319_20190616_C01_V01,LC08_CU_006013_20180319_C01_V01
LC08_CU_006014_20180319_20190616_C01_V01,2018/03/19,CU,6,14,2019/06/16,49.9929,5.4748,0,73.8536,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180319_20190616_C01_V01,LC08_CU_006014_20180319_C01_V01
LE07_CU_006013_20180320_20190616_C01_V01,2018/03/20,CU,6,13,2019/06/16,0.2679,0.0446,0,48.9786,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180320_20190616_C01_V01,LE07_CU_006013_20180320_C01_V01
LE07_CU_006014_20180320_20190616_C01_V01,2018/03/20,CU,6,14,2019/06/16,0.3218,0.0285,0,19.7424,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180320_20190616_C01_V01,LE07_CU_006014_20180320_C01_V01
LE07_CU_007013_20180320_20190616_C01_V01,2018/03/20,CU,7,13,2019/06/16,1.2053,0.1738,0,44.7923,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180320_20190616_C01_V01,LE07_CU_007013_20180320_C01_V01
LE07_CU_007014_20180320_20190616_C01_V01,2018/03/20,CU,7,14,2019/06/16,0.0582,0.0027,0,80.5667,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180320_20190616_C01_V01,LE07_CU_007014_20180320_C01_V01
LC08_CU_006014_20180321_20190616_C01_V01,2018/03/21,CU,6,14,2019/06/16,17.7951,3.2456,0,93.2666,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180321_20190616_C01_V01,LC08_CU_006014_20180321_C01_V01
LC08_CU_007013_20180321_20190616_C01_V01,2018/03/21,CU,7,13,2019/06/16,56.1724,6.8232,0.0118,37.2741,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180321_20190616_C01_V01,LC08_CU_007013_20180321_C01_V01
LC08_CU_007014_20180321_20190616_C01_V01,2018/03/21,CU,7,14,2019/06/16,31.8447,6.6554,0.0002,3.6453,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180321_20190616_C01_V01,LC08_CU_007014_20180321_C01_V01
LE07_CU_007014_20180322_20190615_C01_V01,2018/03/22,CU,7,14,2019/06/15,62.159,2.8595,0,95.1829,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180322_20190615_C01_V01,LE07_CU_007014_20180322_C01_V01
LE07_CU_006013_20180327_20190615_C01_V01,2018/03/27,CU,6,13,2019/06/15,0.058,0.0086,0,45.2761,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180327_20190615_C01_V01,LE07_CU_006013_20180327_C01_V01
LE07_CU_006014_20180327_20190615_C01_V01,2018/03/27,CU,6,14,2019/06/15,0.5118,0.0282,0,82.295,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180327_20190615_C01_V01,LE07_CU_006014_20180327_C01_V01
LC08_CU_006013_20180328_20190615_C01_V01,2018/03/28,CU,6,13,2019/06/15,0.0588,0.0157,0,36.4948,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180328_20190615_C01_V01,LC08_CU_006013_20180328_C01_V01
LC08_CU_006014_20180328_20190615_C01_V01,2018/03/28,CU,6,14,2019/06/15,0.254,0.059,0,2.7916,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180328_20190615_C01_V01,LC08_CU_006014_20180328_C01_V01
LC08_CU_007013_20180328_20190615_C01_V01,2018/03/28,CU,7,13,2019/06/15,0.1493,0.0425,0,29.8501,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180328_20190615_C01_V01,LC08_CU_007013_20180328_C01_V01
LC08_CU_007014_20180328_20190616_C01_V01,2018/03/28,CU,7,14,2019/06/16,0.0088,0.0017,0,71.7852,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180328_20190616_C01_V01,LC08_CU_007014_20180328_C01_V01
LE07_CU_006014_20180329_20190615_C01_V01,2018/03/29,CU,6,14,2019/06/15,1.0919,0.0595,0,94.4122,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180329_20190615_C01_V01,LE07_CU_006014_20180329_C01_V01
LE07_CU_007013_20180329_20190615_C01_V01,2018/03/29,CU,7,13,2019/06/15,5.4296,1.4384,0,49.4242,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180329_20190615_C01_V01,LE07_CU_007013_20180329_C01_V01
